claim,speaker,subject,label,label_str
"McDonalds in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S.",jamie-oliver,"education,food-safety,abc-news-week",1,half-true
"White House Political Director Patrick Gaspard once served as the ""right-hand man"" for Bertha Lewis, who heads up ACORN.",steve-doocy,pundits,0,false
[A] 2009 USDA study found that 87 percent of chicken carcasses tested positive for generic E. coli ... just prior to packaging.,physicians-committee-responsible-medicine,food-safety,1,half-true
Education Week rates Ohio schools in the top five in the nation.,yvette-mcgee-brown,education,1,true
"Says she does the jobs of state auditor, secretary of state and lieutenant governor for less than the price of one of them in Washington state.",kate-brown,government-efficiency,0,barely-true
"Under current policies, were going to reduce the overall debt of the United States by $3 trillion over the next 10 years.",richard-durbin,"debt,deficit,federal-budget",0,pants-fire
I have always been focused on reining in the deficit.,herb-kohl,"federal-budget,job-accomplishments",0,barely-true
"We dont get a lot of calls from this White House I have, frankly, never had a call from them.",rick-perry,bipartisanship,0,pants-fire
"Says that in fiscal year 2010, nearly 80 percent of women served in the Texas Womens Health Program received services from a provider other than a Planned Parenthood clinic.",rick-perry,"abortion,health-care,public-health,women",1,half-true
"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.",john-mccain,"agriculture,federal-budget",1,true
"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",democratic-congressional-campaign-committee,federal-budget,0,false
"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.",sarah-palin,energy,0,false
Stimulus money went to office upgrades for politicians.,crossroads-gps,"message-machine-2012,stimulus",0,barely-true
"The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.",hetty-rosenstein,"retirement,state-budget",1,half-true
The Consumer Financial Protection Bureau has no congressional oversight.,carly-fiorina,"congressional-rules,financial-regulation",1,half-true
He's (Romney) the one who said that he would be to the left of Teddy Kennedy on gay rights.,rudy-giuliani,gays-and-lesbians,1,mostly-true
Jeb Bushs plan for Social Security is disastrous for seniors and raises the retirement age to 70.,annette-taddeo-goldstein,social-security,0,barely-true
I have little doubt that we've moved into recession at this point.,barack-obama,economy,0,barely-true
About 40 percent of Hispanic homeowners have subprime mortgages.,hillary-clinton,economy,1,true
"Says that Lee Fisher once said, I never met a gun control bill I didnt like.",rob-portman,"crime,guns",0,false
"Says in 2000, Fox News broke the story of George W. Bushs drunk driving arrest. Who broke it? Fox News.",ann-coulter,bush-administration,1,half-true
"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",john-mccain,taxes,1,half-true
Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.,blog-posting,"ebola,public-health",0,pants-fire
Nevada Republicans didnt do one single thing to cut spending in 2015.,danny-tarkanian,"state-budget,state-finances,taxes",0,barely-true
"To comply with non-discrimination laws, the government is forcing people in business to make wedding cakes for anyone.",glenn-beck,"civil-rights,diversity",1,mostly-true
"Says Democratic challenger for his N.C. House seat raised taxes on clothing, school supplies even baby diapers!",chris-malone,"candidates-biography,county-budget,campaign-advertising,states,taxes",0,pants-fire
Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.,lawrence-odonnell,foreign-policy,1,mostly-true
I released all my emails.,jeb-bush,candidates-biography,0,barely-true
I was the first member of Congress to contribute to Donald Trump.,lamar-smith,"campaign-finance,candidates-biography,elections",1,true
''I have received more contributions than any other candidate in the race Republican or Democrat.'',dan-gelber,elections,0,false
The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.,national-republican-congressional-committee,"economy,stimulus",1,mostly-true
"Were the Sunshine State, and were hardly doing any solar energy production.",charlie-crist,energy,1,mostly-true
"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",michael-steele,"elections,abc-news-week",1,true
New Hampshire has lost more jobs to China than any other state.,senate-majority-pac,economy,1,half-true
SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.,ted-strickland,"economy,jobs",0,false
"(Birmingham, Ala.) is the cradle of the civil rights movement.",al-roker,"civil-rights,history",0,barely-true
"Because of Gov. Scott Walkers budgeting, a greater percentage of general fund tax dollars is going to pay off debt than ever before in our history.",kathleen-vinehout,"debt,state-budget,state-finances,taxes,transportation",1,half-true
"When I took office, the deficit was nearly 10 percent of our economy. Today, its approaching 3 percent.",barack-obama,"deficit,economy,federal-budget",1,half-true
Were 49th in the United States in new businesses created.,mary-burke,"economy,jobs",1,mostly-true
I was banned from talking about Bill Ayers during the 2008 presidential campaign.,sarah-palin,"elections,pundits,terrorism",0,pants-fire
Says Mitt Romney has flip-flopped on his support for President Reagans policies.,democratic-national-committee,"candidates-biography,message-machine-2012",1,mostly-true
Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,gwen-moore,"labor,state-budget,state-finances",0,false
"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta.",kasim-reed,water,1,mostly-true
Virginia is home to more veterans per capita than any state in America.,bob-mcdonnell,"census,military,veterans",0,false
Ohio is doing better right now than the national average on all the (economic) numbers.,keith-faber,"economy,state-finances",1,half-true
"It is projected that 3.07 million people will use the train annually. Keep in mind that Amtraks Acela train in Washington D.C., Boston, Philadelphia, New York and Baltimore only had 3.2 million riders in 2010.",rick-scott,"state-budget,stimulus,transportation",1,half-true
"Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.",barack-obama,"economy,jobs",1,half-true
We have about six school districts that are in school 140 to 150 days this year.,john-barge,education,1,mostly-true
Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,scott-walker,"environment,recreation",0,barely-true
"Today, there are more Hoosiers going to work than ever before in the 200-year history of the great state of Indiana.",mike-pence,"economy,jobs",1,half-true
No one knows who bought the [38 Studios] bonds. And there was some language put in the bond offer that they must remain anonymous.,jim-taricani,"bankruptcy,corporations,economy,transparency",1,half-true
"Today, you cant rely on (the retirement fund for public employees), its not funded.",rick-scott,"retirement,state-budget,workers",0,false
Says his average federal tax rate was 36 percent.,jeb-bush,taxes,1,half-true
President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.,michael-mccaul,immigration,1,mostly-true
Nearly 45 percent of the women who receive health screenings through (the Womens Health Program) do so at a Planned Parenthood health center.,elliott-naishtat,"abortion,health-care,public-health,women",1,half-true
